lab_id,video_id,mouse1_strain,mouse1_color,mouse1_sex,mouse1_id,mouse1_age,mouse1_condition,mouse2_strain,mouse2_color,mouse2_sex,mouse2_id,mouse2_age,mouse2_condition,mouse3_strain,mouse3_color,mouse3_sex,mouse3_id,mouse3_age,mouse3_condition,mouse4_strain,mouse4_color,mouse4_sex,mouse4_id,mouse4_age,mouse4_condition,frames_per_second,video_duration_sec,pix_per_cm_approx,video_width_pix,video_height_pix,arena_width_cm,arena_height_cm,arena_shape,arena_type,body_parts_tracked,behaviors_labeled,tracking_method,actions_list,video_score
TranquilPanther,431495718,C57Bl/6J,black,female,3.0,,estrus,CFW,white,male,,,,,,,,,,,,,,,,30.0,4746.6,13.7,640,480,35.0,20.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,intromit"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff"", ""mouse1,mouse2,sniffgenital"", ""mouse2,self,rear"", ""mouse2,self,selfgroom""]",SLEAP,"['sniffgenital', 'sniff', 'selfgroom', 'rear', 'intromit', 'mount']",0.032855742189531335
TranquilPanther,1732555338,C57Bl/6J,black,female,3.0,,estrus,CFW,white,male,,,,,,,,,,,,,,,,30.0,1944.5,13.7,640,480,35.0,20.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,intromit"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff"", ""mouse1,mouse2,sniffgenital"", ""mouse2,self,rear"", ""mouse2,self,selfgroom""]",SLEAP,"['sniffgenital', 'sniff', 'selfgroom', 'rear', 'intromit', 'mount']",0.032855742189531335
TranquilPanther,1582739342,C57Bl/6J,black,female,11.0,,estrus,C57Bl/6J,black,male,,,,,,,,,,,,,,,,30.0,4152.0,10.5,640,480,35.0,20.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,intromit"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff"", ""mouse1,mouse2,sniffgenital"", ""mouse2,self,rear"", ""mouse2,self,selfgroom""]",SLEAP,"['sniffgenital', 'sniff', 'selfgroom', 'rear', 'intromit', 'mount']",0.032855742189531335
TranquilPanther,1510465149,C57Bl/6J,black,female,5.0,,estrus,CFW,white,male,,,,,,,,,,,,,,,,30.0,1786.5,13.2,640,480,35.0,20.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,intromit"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff"", ""mouse1,mouse2,sniffgenital"", ""mouse2,self,rear"", ""mouse2,self,selfgroom""]",SLEAP,"['sniffgenital', 'sniff', 'selfgroom', 'rear', 'intromit', 'mount']",0.032855742189531335
SparklingTapir,1467427271,CD1,white,male,29.0,> 40 weeks,,C57Bl/6J,black,male,,6-12 weeks,,,,,,,,,,,,,,30.0,600.1,24.0,400,1238,12.7,46.0,rectangular,CSDS,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base""]","[""mouse2,mouse1,defend"", ""mouse2,mouse1,escape""]",DeepLabCut,"['escape', 'defend']",0.026864356588934633
SparklingTapir,1086931654,CD1,white,male,27.0,> 40 weeks,,C57Bl/6J,black,male,,6-12 weeks,,,,,,,,,,,,,,30.0,600.1,24.0,408,1240,12.7,46.0,rectangular,CSDS,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base""]","[""mouse2,mouse1,defend"", ""mouse2,mouse1,escape""]",DeepLabCut,"['escape', 'defend']",0.026864356588934633
SparklingTapir,1481654558,CD1,white,male,26.0,> 40 weeks,,C57Bl/6J,black,male,,6-12 weeks,,,,,,,,,,,,,,30.0,600.1,24.0,414,1222,12.7,46.0,rectangular,CSDS,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base""]","[""mouse2,mouse1,defend"", ""mouse2,mouse1,escape""]",DeepLabCut,"['escape', 'defend']",0.026864356588934633
SparklingTapir,961245099,CD1,white,male,25.0,> 40 weeks,,C57Bl/6J,black,male,,6-12 weeks,,,,,,,,,,,,,,30.0,600.1,24.0,406,1214,12.7,46.0,rectangular,CSDS,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base""]","[""mouse2,mouse1,defend"", ""mouse2,mouse1,escape""]",DeepLabCut,"['escape', 'defend']",0.026864356588934633
SparklingTapir,738250759,CD1,white,male,30.0,> 40 weeks,,C57Bl/6J,black,male,,6-12 weeks,,,,,,,,,,,,,,30.0,600.1,24.0,404,1216,12.7,46.0,rectangular,CSDS,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base""]","[""mouse2,mouse1,defend"", ""mouse2,mouse1,escape""]",DeepLabCut,"['escape', 'defend']",0.026864356588934633
SparklingTapir,1565453395,CD1,white,male,24.0,> 40 weeks,,C57Bl/6J,black,male,,6-12 weeks,,,,,,,,,,,,,,30.0,600.1,24.0,430,1220,12.7,46.0,rectangular,CSDS,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base""]","[""mouse2,mouse1,defend"", ""mouse2,mouse1,escape""]",DeepLabCut,"['escape', 'defend']",0.026864356588934633
SparklingTapir,2036366833,CD1,white,male,27.0,> 40 weeks,,C57Bl/6J,black,male,,6-12 weeks,,,,,,,,,,,,,,30.0,600.1,24.0,432,1204,12.7,46.0,rectangular,CSDS,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base""]","[""mouse2,mouse1,defend"", ""mouse2,mouse1,escape""]",DeepLabCut,"['escape', 'defend']",0.026864356588934633
SparklingTapir,160640380,CD1,white,male,29.0,> 40 weeks,,C57Bl/6J,black,male,,6-12 weeks,,,,,,,,,,,,,,30.0,600.1,24.0,428,1226,12.7,46.0,rectangular,CSDS,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base""]","[""mouse2,mouse1,defend"", ""mouse2,mouse1,escape""]",DeepLabCut,"['escape', 'defend']",0.026864356588934633
JovialSwallow,670490764,C57Bl/6N,black,male,8.0,17-21 weeks,,BALB/c,white,male,,8-13 weeks,,,,,,,,,,,,,,10.0,900.0,15.3,400,480,15.0,35.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,chase"", ""mouse1,mouse2,sniff""]",SLEAP,"['chase', 'attack', 'sniff']",0.011819696847638098
JovialSwallow,867736486,C57Bl/6N,black,male,9.0,17-21 weeks,,BALB/c,white,male,,8-13 weeks,,,,,,,,,,,,,,10.0,900.0,15.3,400,480,15.0,35.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,chase"", ""mouse1,mouse2,sniff""]",SLEAP,"['chase', 'attack', 'sniff']",0.011819696847638098
JovialSwallow,822941934,C57Bl/6N,black,male,3.0,17-21 weeks,,BALB/c,white,male,,8-13 weeks,,,,,,,,,,,,,,10.0,900.0,15.3,400,480,15.0,35.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,chase"", ""mouse1,mouse2,sniff""]",SLEAP,"['chase', 'attack', 'sniff']",0.011819696847638098
JovialSwallow,856443471,C57Bl/6N,black,male,12.0,17-21 weeks,,BALB/c,white,male,,8-13 weeks,,,,,,,,,,,,,,10.0,900.0,15.3,400,480,15.0,35.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,chase"", ""mouse1,mouse2,sniff""]",SLEAP,"['chase', 'attack', 'sniff']",0.011819696847638098
JovialSwallow,848229796,C57Bl/6N,black,male,5.0,17-21 weeks,,BALB/c,white,male,,8-13 weeks,,,,,,,,,,,,,,10.0,900.0,15.3,400,480,15.0,35.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,chase"", ""mouse1,mouse2,sniff""]",SLEAP,"['chase', 'attack', 'sniff']",0.011819696847638098
JovialSwallow,762151225,C57Bl/6N,black,male,2.0,17-21 weeks,,BALB/c,white,male,,8-13 weeks,,,,,,,,,,,,,,10.0,900.0,15.3,400,480,15.0,35.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,chase"", ""mouse1,mouse2,sniff""]",SLEAP,"['chase', 'attack', 'sniff']",0.011819696847638098
JovialSwallow,821473511,C57Bl/6N,black,male,8.0,17-21 weeks,,BALB/c,white,male,,8-13 weeks,,,,,,,,,,,,,,10.0,900.0,15.3,400,480,15.0,35.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,chase"", ""mouse1,mouse2,sniff""]",SLEAP,"['chase', 'attack', 'sniff']",0.011819696847638098
JovialSwallow,530737197,C57Bl/6N,black,male,9.0,17-21 weeks,,BALB/c,white,male,,8-13 weeks,,,,,,,,,,,,,,10.0,900.0,15.3,400,480,15.0,35.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,chase"", ""mouse1,mouse2,sniff""]",SLEAP,"['chase', 'attack', 'sniff']",0.011819696847638098
CalMS21_task2,1487348488,C57Bl/6J,black,male,13.0,,,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,613.6,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff""]",MARS,"['sniff', 'attack', 'mount']",0.007078077142824745
CalMS21_task2,1202353959,C57Bl/6J,black,male,26.0,,,BALB/c,white,male,,,,,,,,,,,,,,,,30.0,593.7,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff""]",MARS,"['sniff', 'attack', 'mount']",0.007078077142824745
CalMS21_task2,1603961707,C57Bl/6J,black,male,38.0,,,BALB/c,white,,,,,,,,,,,,,,,,,30.0,899.9,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff""]",MARS,"['sniff', 'attack', 'mount']",0.007078077142824745
CalMS21_task2,1635298045,C57Bl/6J,black,male,20.0,,,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,582.4,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff""]",MARS,"['sniff', 'attack', 'mount']",0.007078077142824745
CalMS21_task2,1646053367,C57Bl/6J,black,male,19.0,,,BALB/c,white,male,,,,,,,,,,,,,,,,30.0,605.8,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff""]",MARS,"['sniff', 'attack', 'mount']",0.007078077142824745
CalMS21_task2,1647072290,C57Bl/6J,black,male,37.0,,,BALB/c,white,,,,,,,,,,,,,,,,,30.0,903.3,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff""]",MARS,"['sniff', 'attack', 'mount']",0.007078077142824745
CalMS21_task2,1680784615,C57Bl/6J,black,male,13.0,,,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,613.6,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff""]",MARS,"['sniff', 'attack', 'mount']",0.007078077142824745
CalMS21_task2,1756586174,C57Bl/6J,black,male,14.0,,,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,603.2,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff""]",MARS,"['sniff', 'attack', 'mount']",0.007078077142824745
